ensembl,gene,transcript,ensemblfamily
ENSG00000105939,ZC3HAV1,ENST00000471652,PTHR14453_SF49
ENSG00000105939,ZC3HAV1,ENST00000464606,PTHR14453_SF49
ENSG00000105939,ZC3HAV1,ENST00000460845,PTHR14453_SF49
ENSG00000105939,ZC3HAV1,ENST00000242351,PTHR14453_SF49
ENSG00000106052,TAX1BP1,ENST00000416801,PTHR31915
ENSG00000106052,TAX1BP1,ENST00000543117,PTHR31915
ENSG00000106052,TAX1BP1,ENST00000265393,PTHR31915
ENSG00000106052,TAX1BP1,ENST00000490455,
ENSG00000106052,TAX1BP1,ENST00000457186,PTHR31915
ENSG00000106052,TAX1BP1,ENST00000460059,
ENSG00000106052,TAX1BP1,ENST00000488564,PTHR31915
ENSG00000106052,TAX1BP1,ENST00000409980,PTHR31915
ENSG00000106052,TAX1BP1,ENST00000433216,PTHR31915
ENSG00000106052,TAX1BP1,ENST00000418691,PTHR31915
ENSG00000106052,TAX1BP1,ENST00000396319,PTHR31915
ENSG00000106052,TAX1BP1,ENST00000494033,
ENSG00000106052,TAX1BP1,ENST00000422800,PTHR31915
ENSG00000106100,NOD1,ENST00000434755,PTHR24106_SF18
ENSG00000106100,NOD1,ENST00000411552,
ENSG00000106100,NOD1,ENST00000489614,
ENSG00000106100,NOD1,ENST00000419601,
ENSG00000106100,NOD1,ENST00000222823,PTHR24106_SF18
ENSG00000106100,NOD1,ENST00000413433,
ENSG00000106100,NOD1,ENST00000419799,
ENSG00000106100,NOD1,ENST00000467706,
ENSG00000106299,WASL,ENST00000223023,PTHR12779
ENSG00000106366,SERPINE1,ENST00000223095,PTHR11461_SF49
ENSG00000106538,RARRES2,ENST00000478771,
ENSG00000106538,RARRES2,ENST00000223271,PTHR15106
ENSG00000106538,RARRES2,ENST00000482669,PTHR15106
ENSG00000106538,RARRES2,ENST00000467793,PTHR15106
ENSG00000106538,RARRES2,ENST00000466675,PTHR15106
ENSG00000106541,AGR2,ENST00000419304,PTHR15337
ENSG00000106541,AGR2,ENST00000412973,PTHR15337
ENSG00000106541,AGR2,ENST00000450569,PTHR15337
ENSG00000106541,AGR2,ENST00000489523,
ENSG00000106541,AGR2,ENST00000401412,PTHR15337
ENSG00000106541,AGR2,ENST00000468419,
ENSG00000106541,AGR2,ENST00000486219,
ENSG00000106546,AHR,ENST00000242057,PTHR10649
ENSG00000106546,AHR,ENST00000642825,PTHR10649
ENSG00000106546,AHR,ENST00000645559,
ENSG00000106546,AHR,ENST00000475440,
ENSG00000106546,AHR,ENST00000492120,
ENSG00000106546,AHR,ENST00000481944,
ENSG00000106546,AHR,ENST00000463496,PTHR10649
ENSG00000106683,LIMK1,ENST00000538333,PTHR23257_SF379
ENSG00000106683,LIMK1,ENST00000476792,
ENSG00000106683,LIMK1,ENST00000491052,
ENSG00000106683,LIMK1,ENST00000486361,
ENSG00000106683,LIMK1,ENST00000336180,PTHR23257_SF379
ENSG00000106683,LIMK1,ENST00000418310,PTHR23257_SF379
ENSG00000106683,LIMK1,ENST00000435201,PTHR23257_SF379
ENSG00000106683,LIMK1,ENST00000483414,
ENSG00000106785,TRIM14,ENST00000375098,PTHR24103_SF35
ENSG00000106785,TRIM14,ENST00000341469,PTHR24103_SF35
ENSG00000106785,TRIM14,ENST00000475147,PTHR24103_SF35
ENSG00000106785,TRIM14,ENST00000478401,
ENSG00000106785,TRIM14,ENST00000342043,PTHR24103_SF35
ENSG00000106785,TRIM14,ENST00000478530,
ENSG00000106789,CORO2A,ENST00000343933,PTHR10856_SF2
ENSG00000106789,CORO2A,ENST00000375077,PTHR10856_SF2
ENSG00000106804,C5,ENST00000460578,
ENSG00000106804,C5,ENST00000223642,PTHR11412_SF83
ENSG00000106804,C5,ENST00000480188,
ENSG00000106804,C5,ENST00000489802,
ENSG00000106804,C5,ENST00000466280,
ENSG00000106948,AKNA,ENST00000312033,PTHR21510
ENSG00000106948,AKNA,ENST00000223791,PTHR21510
ENSG00000106948,AKNA,ENST00000374088,PTHR21510
ENSG00000106948,AKNA,ENST00000374075,PTHR21510
ENSG00000106948,AKNA,ENST00000490767,
ENSG00000106948,AKNA,ENST00000307564,PTHR21510
ENSG00000106948,AKNA,ENST00000374079,PTHR21510
ENSG00000106948,AKNA,ENST00000491133,
ENSG00000106948,AKNA,ENST00000492875,
ENSG00000107201,DDX58,ENST00000379868,PTHR14074
ENSG00000107201,DDX58,ENST00000379883,PTHR14074
ENSG00000107562,CXCL12,ENST00000374429,PTHR18837
ENSG00000107562,CXCL12,ENST00000395793,
ENSG00000107562,CXCL12,ENST00000374426,PTHR18837
ENSG00000107562,CXCL12,ENST00000395794,PTHR18837
ENSG00000107562,CXCL12,ENST00000496375,
ENSG00000107562,CXCL12,ENST00000343575,PTHR18837
ENSG00000107562,CXCL12,ENST00000488591,
ENSG00000107562,CXCL12,ENST00000395795,
ENSG00000107643,MAPK8,ENST00000374189,PTHR24055_SF162
ENSG00000107643,MAPK8,ENST00000360332,PTHR24055_SF162
ENSG00000107643,MAPK8,ENST00000374174,
ENSG00000107643,MAPK8,ENST00000482840,
ENSG00000107643,MAPK8,ENST00000374179,PTHR24055_SF162
ENSG00000107643,MAPK8,ENST00000459755,
ENSG00000107643,MAPK8,ENST00000432379,PTHR24055_SF162
ENSG00000107643,MAPK8,ENST00000476134,PTHR24055_SF162
ENSG00000107643,MAPK8,ENST00000426557,PTHR24055_SF162
ENSG00000107643,MAPK8,ENST00000374182,PTHR24055_SF162
ENSG00000107643,MAPK8,ENST00000469879,
ENSG00000107643,MAPK8,ENST00000469110,
ENSG00000107643,MAPK8,ENST00000395611,PTHR24055_SF162
ENSG00000107643,MAPK8,ENST00000374176,PTHR24055_SF162
ENSG00000107643,MAPK8,ENST00000471272,
ENSG00000107643,MAPK8,ENST00000429041,
ENSG00000107758,PPP3CB,ENST00000342558,PTHR11668_SF186
ENSG00000107758,PPP3CB,ENST00000394829,PTHR11668_SF186
ENSG00000107758,PPP3CB,ENST00000360663,PTHR11668_SF186
ENSG00000107758,PPP3CB,ENST00000430762,PTHR11668_SF192
ENSG00000107758,PPP3CB,ENST00000495897,
ENSG00000107758,PPP3CB,ENST00000394828,PTHR11668_SF186
ENSG00000107831,FGF8,ENST00000344255,PTHR11486_SF3
ENSG00000107831,FGF8,ENST00000346714,PTHR11486_SF3
ENSG00000107831,FGF8,ENST00000320185,PTHR11486_SF3
ENSG00000107831,FGF8,ENST00000469792,
ENSG00000107831,FGF8,ENST00000485728,
ENSG00000107831,FGF8,ENST00000347978,PTHR11486_SF3
ENSG00000107831,FGF8,ENST00000618991,PTHR11486_SF3
ENSG00000107968,MAP3K8,ENST00000263056,PTHR24361_SF94
ENSG00000107968,MAP3K8,ENST00000375321,PTHR24361_SF94
ENSG00000107968,MAP3K8,ENST00000430603,
ENSG00000107968,MAP3K8,ENST00000542547,PTHR24361_SF94
ENSG00000107968,MAP3K8,ENST00000413724,PTHR24361_SF94
ENSG00000107968,MAP3K8,ENST00000415139,PTHR24361_SF94
ENSG00000107968,MAP3K8,ENST00000375322,PTHR24361_SF94
ENSG00000108395,TRIM37,ENST00000583387,
ENSG00000108395,TRIM37,ENST00000582852,
ENSG00000108395,TRIM37,ENST00000625984,PTHR24103_SF229
ENSG00000108395,TRIM37,ENST00000585287,
ENSG00000108395,TRIM37,ENST00000584889,PTHR24103_SF229
ENSG00000108395,TRIM37,ENST00000581468,PTHR24103_SF229
ENSG00000108395,TRIM37,ENST00000393066,PTHR24103_SF229
ENSG00000108395,TRIM37,ENST00000262294,PTHR24103_SF229
ENSG00000108395,TRIM37,ENST00000580620,
ENSG00000108395,TRIM37,ENST00000577554,PTHR24103_SF229
ENSG00000108395,TRIM37,ENST00000393065,PTHR24103_SF229
ENSG00000108395,TRIM37,ENST00000583945,
ENSG00000108395,TRIM37,ENST00000580973,PTHR24103_SF229
ENSG00000108395,TRIM37,ENST00000580122,PTHR24103_SF229
ENSG00000108599,AKAP10,ENST00000460046,
ENSG00000108599,AKAP10,ENST00000474245,
ENSG00000108599,AKAP10,ENST00000571858,
ENSG00000108599,AKAP10,ENST00000576896,
ENSG00000108599,AKAP10,ENST00000572341,
ENSG00000108599,AKAP10,ENST00000395536,PTHR13155
ENSG00000108599,AKAP10,ENST00000578898,
ENSG00000108599,AKAP10,ENST00000572155,
ENSG00000108599,AKAP10,ENST00000582611,PTHR13155
ENSG00000108599,AKAP10,ENST00000225737,PTHR13155
ENSG00000108599,AKAP10,ENST00000583951,PTHR13155
ENSG00000108691,CCL2,ENST00000624362,
ENSG00000108691,CCL2,ENST00000582017,
ENSG00000108691,CCL2,ENST00000580907,
ENSG00000108691,CCL2,ENST00000225831,PTHR12015
ENSG00000108702,CCL1,ENST00000225842,PTHR12015
ENSG00000108771,DHX58,ENST00000592024,
ENSG00000108771,DHX58,ENST00000590637,
ENSG00000108771,DHX58,ENST00000591220,PTHR14074
ENSG00000108771,DHX58,ENST00000586522,
ENSG00000108771,DHX58,ENST00000251642,PTHR14074
ENSG00000108771,DHX58,ENST00000589979,
ENSG00000108771,DHX58,ENST00000430773,PTHR14074
ENSG00000108771,DHX58,ENST00000413196,PTHR14074
ENSG00000108861,DUSP3,ENST00000591618,
ENSG00000108861,DUSP3,ENST00000590342,
ENSG00000108861,DUSP3,ENST00000590935,
ENSG00000108861,DUSP3,ENST00000590753,PTHR10159_SF318
ENSG00000108861,DUSP3,ENST00000226004,PTHR10159_SF307
ENSG00000108953,YWHAE,ENST00000576854,
ENSG00000108953,YWHAE,ENST00000573196,PTHR18860
ENSG00000108953,YWHAE,ENST00000498643,
ENSG00000108953,YWHAE,ENST00000571732,PTHR18860
ENSG00000108953,YWHAE,ENST00000573026,
ENSG00000108953,YWHAE,ENST00000572108,
ENSG00000108953,YWHAE,ENST00000466227,PTHR18860
ENSG00000108953,YWHAE,ENST00000264335,PTHR18860
ENSG00000108953,YWHAE,ENST00000496706,PTHR18860
ENSG00000108953,YWHAE,ENST00000469398,
ENSG00000108953,YWHAE,ENST00000486241,
ENSG00000108953,YWHAE,ENST00000489287,
ENSG00000108953,YWHAE,ENST00000575977,PTHR18860
ENSG00000109072,VTN,ENST00000542029,PTHR22917
ENSG00000109072,VTN,ENST00000226218,PTHR22917
ENSG00000109072,VTN,ENST00000539746,
ENSG00000109320,NFKB1,ENST00000652619,PTHR24169_SF9
ENSG00000109320,NFKB1,ENST00000600343,PTHR24169_SF9
ENSG00000109320,NFKB1,ENST00000394820,PTHR24169_SF9
ENSG00000109320,NFKB1,ENST00000502367,
ENSG00000109320,NFKB1,ENST00000513803,
ENSG00000109320,NFKB1,ENST00000509165,PTHR24169_SF9
ENSG00000109320,NFKB1,ENST00000226574,PTHR24169_SF9
ENSG00000109320,NFKB1,ENST00000652569,PTHR24169_SF9
ENSG00000109320,NFKB1,ENST00000504044,
ENSG00000109320,NFKB1,ENST00000510638,
ENSG00000109320,NFKB1,ENST00000508584,PTHR24169_SF9
ENSG00000109320,NFKB1,ENST00000511926,PTHR24169_SF9
ENSG00000109320,NFKB1,ENST00000507079,PTHR24169_SF9
ENSG00000109320,NFKB1,ENST00000505458,PTHR24169_SF9
ENSG00000109332,UBE2D3,ENST00000502404,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000514755,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000508476,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000505207,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000508635,
ENSG00000109332,UBE2D3,ENST00000503418,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000618836,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000453744,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000508249,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000503742,
ENSG00000109332,UBE2D3,ENST00000503282,
ENSG00000109332,UBE2D3,ENST00000502690,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000394801,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000505009,
ENSG00000109332,UBE2D3,ENST00000350435,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000508238,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000510129,
ENSG00000109332,UBE2D3,ENST00000394803,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000394804,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000343106,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000357194,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000502563,
ENSG00000109332,UBE2D3,ENST00000508974,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000507845,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000510599,
ENSG00000109332,UBE2D3,ENST00000321805,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000504211,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000505307,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000338145,PTHR24068_SF48
ENSG00000109332,UBE2D3,ENST00000508474,
ENSG00000109332,UBE2D3,ENST00000508818,
ENSG00000109332,UBE2D3,ENST00000513098,
ENSG00000109332,UBE2D3,ENST00000349311,PTHR24068_SF48
ENSG00000109458,GAB1,ENST00000512843,PTHR12156_SF18
ENSG00000109458,GAB1,ENST00000262995,PTHR12156_SF18
ENSG00000109458,GAB1,ENST00000262994,PTHR12156_SF18
ENSG00000109458,GAB1,ENST00000505913,PTHR12156_SF18
ENSG00000109458,GAB1,ENST00000510615,
ENSG00000109458,GAB1,ENST00000507070,
ENSG00000109458,GAB1,ENST00000509992,PTHR12156_SF18
ENSG00000109458,GAB1,ENST00000511109,
ENSG00000109458,GAB1,ENST00000508833,
ENSG00000109458,GAB1,ENST00000515388,
ENSG00000109458,GAB1,ENST00000511836,PTHR12156_SF18
ENSG00000109458,GAB1,ENST00000514639,PTHR12156_SF18
ENSG00000109458,GAB1,ENST00000507334,
ENSG00000109458,GAB1,ENST00000515366,
ENSG00000109471,IL2,ENST00000226730,PTHR11443
ENSG00000109471,IL2,ENST00000477645,
ENSG00000109819,PPARGC1A,ENST00000512169,
ENSG00000109819,PPARGC1A,ENST00000613098,PTHR15528
ENSG00000109819,PPARGC1A,ENST00000507380,PTHR15528
ENSG00000109819,PPARGC1A,ENST00000513205,PTHR15528
ENSG00000109819,PPARGC1A,ENST00000509702,
ENSG00000109819,PPARGC1A,ENST00000514517,
ENSG00000109819,PPARGC1A,ENST00000514479,
ENSG00000109819,PPARGC1A,ENST00000515534,
ENSG00000109819,PPARGC1A,ENST00000617484,PTHR15528
ENSG00000109819,PPARGC1A,ENST00000264867,PTHR15528
ENSG00000109819,PPARGC1A,ENST00000505469,
ENSG00000109819,PPARGC1A,ENST00000514494,
ENSG00000109819,PPARGC1A,ENST00000509642,
ENSG00000109819,PPARGC1A,ENST00000506055,PTHR15528
ENSG00000109819,PPARGC1A,ENST00000503714,
ENSG00000109819,PPARGC1A,ENST00000612355,PTHR15528
ENSG00000109819,PPARGC1A,ENST00000508380,
ENSG00000109819,PPARGC1A,ENST00000507342,
ENSG00000109906,ZBTB16,ENST00000539918,
ENSG00000109906,ZBTB16,ENST00000392996,PTHR11389_SF425
ENSG00000109906,ZBTB16,ENST00000535509,
ENSG00000109906,ZBTB16,ENST00000535379,
ENSG00000109906,ZBTB16,ENST00000544220,PTHR11389_SF425
ENSG00000109906,ZBTB16,ENST00000335953,PTHR11389_SF425
ENSG00000109906,ZBTB16,ENST00000545851,
ENSG00000109906,ZBTB16,ENST00000535700,PTHR11389_SF425
ENSG00000109906,ZBTB16,ENST00000541602,
ENSG00000110042,DTX4,ENST00000227451,PTHR12622_SF5
ENSG00000110042,DTX4,ENST00000531902,
ENSG00000110042,DTX4,ENST00000532982,PTHR12622_SF5
ENSG00000110042,DTX4,ENST00000527475,
ENSG00000110057,UNC93B1,ENST00000530138,
ENSG00000110057,UNC93B1,ENST00000531152,
ENSG00000110057,UNC93B1,ENST00000227471,PTHR19444
ENSG00000110057,UNC93B1,ENST00000528096,
ENSG00000110057,UNC93B1,ENST00000622364,
ENSG00000110057,UNC93B1,ENST00000610659,
ENSG00000110057,UNC93B1,ENST00000525368,
ENSG00000110057,UNC93B1,ENST00000528423,PTHR19444
ENSG00000110057,UNC93B1,ENST00000533424,
ENSG00000110057,UNC93B1,ENST00000524455,PTHR19444
ENSG00000110218,PANX1,ENST00000436171,PTHR15759
ENSG00000110218,PANX1,ENST00000227638,PTHR15759
ENSG00000110330,BIRC2,ENST00000528344,PTHR10044_SF79
ENSG00000110330,BIRC2,ENST00000530675,PTHR10044_SF79
ENSG00000110330,BIRC2,ENST00000531259,PTHR10044_SF79
ENSG00000110330,BIRC2,ENST00000527465,PTHR10044_SF79
ENSG00000110330,BIRC2,ENST00000527910,
ENSG00000110330,BIRC2,ENST00000527808,
ENSG00000110330,BIRC2,ENST00000532672,PTHR10044_SF79
ENSG00000110330,BIRC2,ENST00000534646,
ENSG00000110330,BIRC2,ENST00000227758,PTHR10044_SF79
ENSG00000110330,BIRC2,ENST00000533742,PTHR10044_SF79
ENSG00000110330,BIRC2,ENST00000613397,PTHR10044_SF79
ENSG00000110330,BIRC2,ENST00000621637,PTHR10044_SF79
ENSG00000110330,BIRC2,ENST00000534130,
ENSG00000110330,BIRC2,ENST00000532832,PTHR10044_SF79
ENSG00000110680,CALCA,ENST00000494746,
ENSG00000110680,CALCA,ENST00000361010,PTHR10505_SF3
ENSG00000110680,CALCA,ENST00000469608,PTHR10505_SF9
ENSG00000110680,CALCA,ENST00000331587,PTHR10505_SF9
ENSG00000110680,CALCA,ENST00000486207,PTHR10505_SF3
ENSG00000110680,CALCA,ENST00000396372,PTHR10505_SF9
ENSG00000110711,AIP,ENST00000529797,
ENSG00000110711,AIP,ENST00000528641,PTHR11242
ENSG00000110711,AIP,ENST00000279146,PTHR11242
ENSG00000110711,AIP,ENST00000525341,PTHR11242
ENSG00000110931,CAMKK2,ENST00000392473,PTHR24347_SF178
ENSG00000110931,CAMKK2,ENST00000392474,PTHR24347_SF178
ENSG00000110931,CAMKK2,ENST00000412367,PTHR24347_SF178
ENSG00000110931,CAMKK2,ENST00000446440,PTHR24347_SF178
ENSG00000110931,CAMKK2,ENST00000347034,PTHR24347_SF178
ENSG00000110931,CAMKK2,ENST00000337174,PTHR24347_SF178
ENSG00000110931,CAMKK2,ENST00000539380,
ENSG00000110931,CAMKK2,ENST00000324774,PTHR24347_SF178
ENSG00000110931,CAMKK2,ENST00000542540,
ENSG00000110931,CAMKK2,ENST00000535524,
ENSG00000110931,CAMKK2,ENST00000404169,PTHR24347_SF178
ENSG00000110931,CAMKK2,ENST00000543477,
ENSG00000110931,CAMKK2,ENST00000402834,PTHR24347_SF178
ENSG00000110931,CAMKK2,ENST00000652382,PTHR24347_SF178
ENSG00000110931,CAMKK2,ENST00000538733,PTHR24347_SF178
ENSG00000110931,CAMKK2,ENST00000545538,PTHR24347_SF178
ENSG00000110931,CAMKK2,ENST00000544485,
ENSG00000110944,IL23A,ENST00000619177,
ENSG00000110944,IL23A,ENST00000228534,PTHR15947
ENSG00000110944,IL23A,ENST00000622119,
ENSG00000111241,FGF6,ENST00000228837,PTHR11486_SF25
ENSG00000111241,FGF6,ENST00000535390,
ENSG00000111241,FGF6,ENST00000543077,
ENSG00000111276,CDKN1B,ENST00000442489,PTHR10265_SF9
ENSG00000111276,CDKN1B,ENST00000228872,PTHR10265_SF9
ENSG00000111276,CDKN1B,ENST00000396340,PTHR10265_SF9
ENSG00000111276,CDKN1B,ENST00000477087,
ENSG00000111321,AC005840.1,ENST00000228918,PTHR23097_SF28
ENSG00000111321,AC005840.1,ENST00000536876,PTHR23097_SF28
ENSG00000111321,AC005840.1,ENST00000545445,
ENSG00000111321,AC005840.1,ENST00000535739,
ENSG00000111321,AC005840.1,ENST00000543542,
ENSG00000111321,AC005840.1,ENST00000544454,PTHR23097_SF28
ENSG00000111321,AC005840.1,ENST00000539925,PTHR23097_SF28
ENSG00000111321,AC005840.1,ENST00000543190,PTHR23097_SF28
ENSG00000111321,AC005840.1,ENST00000541005,
ENSG00000111321,AC005840.1,ENST00000546296,
ENSG00000111321,AC005840.1,ENST00000441074,
ENSG00000111321,AC005840.1,ENST00000542830,
ENSG00000111321,AC005840.1,ENST00000440421,
ENSG00000111321,AC005840.1,ENST00000541102,PTHR23097_SF28
ENSG00000111321,AC005840.1,ENST00000444814,
ENSG00000111331,OAS3,ENST00000228928,PTHR11258
ENSG00000111331,OAS3,ENST00000548514,PTHR11258
ENSG00000111331,OAS3,ENST00000546973,PTHR11258
ENSG00000111331,OAS3,ENST00000549918,
ENSG00000111331,OAS3,ENST00000546800,
ENSG00000111331,OAS3,ENST00000551007,PTHR11258
ENSG00000111331,OAS3,ENST00000546638,
ENSG00000111335,OAS2,ENST00000342315,PTHR11258
ENSG00000111335,OAS2,ENST00000392583,PTHR11258
ENSG00000111335,OAS2,ENST00000449768,PTHR11258
ENSG00000111335,OAS2,ENST00000620097,PTHR11258
ENSG00000111335,OAS2,ENST00000548941,
ENSG00000111335,OAS2,ENST00000551603,
ENSG00000111335,OAS2,ENST00000552756,PTHR11258
ENSG00000111424,VDR,ENST00000547065,PTHR24082_SF38
ENSG00000111424,VDR,ENST00000550314,PTHR24082_SF38
ENSG00000111424,VDR,ENST00000548664,PTHR24082_SF38
ENSG00000111424,VDR,ENST00000549336,PTHR24082_SF38
ENSG00000111424,VDR,ENST00000229022,PTHR24082_SF38
ENSG00000111424,VDR,ENST00000395324,PTHR24082_SF38
ENSG00000111424,VDR,ENST00000550325,PTHR24082_SF38
ENSG00000111424,VDR,ENST00000546653,PTHR24082_SF38
ENSG00000111537,IFNG,ENST00000229135,PTHR11419
ENSG00000111679,PTPN6,ENST00000537533,
ENSG00000111679,PTPN6,ENST00000538318,
ENSG00000111679,PTPN6,ENST00000416215,
ENSG00000111679,PTPN6,ENST00000399448,PTHR19134_SF65
ENSG00000111679,PTPN6,ENST00000456013,PTHR19134_SF65
ENSG00000111679,PTPN6,ENST00000318974,PTHR19134_SF65
ENSG00000111679,PTPN6,ENST00000543744,
ENSG00000111679,PTPN6,ENST00000542761,
ENSG00000111679,PTPN6,ENST00000542462,PTHR19134_SF65
ENSG00000111679,PTPN6,ENST00000541698,PTHR19134_SF65
ENSG00000111679,PTPN6,ENST00000543115,PTHR19134_SF65
ENSG00000111679,PTPN6,ENST00000539365,
ENSG00000111679,PTPN6,ENST00000536013,
ENSG00000111679,PTPN6,ENST00000540740,
ENSG00000111679,PTPN6,ENST00000543120,
ENSG00000111679,PTPN6,ENST00000535462,
ENSG00000111679,PTPN6,ENST00000538715,PTHR19134_SF65
ENSG00000111679,PTPN6,ENST00000542848,
ENSG00000111679,PTPN6,ENST00000534900,
ENSG00000111679,PTPN6,ENST00000542277,
ENSG00000111679,PTPN6,ENST00000536521,
ENSG00000111679,PTPN6,ENST00000545153,
ENSG00000111679,PTPN6,ENST00000539029,
ENSG00000111729,CLEC4A,ENST00000345999,PTHR22802_SF203
ENSG00000111729,CLEC4A,ENST00000641376,
ENSG00000111729,CLEC4A,ENST00000360500,PTHR22802_SF203
ENSG00000111729,CLEC4A,ENST00000352620,PTHR22802_SF203
ENSG00000111729,CLEC4A,ENST00000229332,PTHR22802_SF203
ENSG00000111732,AICDA,ENST00000544516,PTHR13857_SF10
ENSG00000111732,AICDA,ENST00000543081,PTHR13857_SF10
ENSG00000111732,AICDA,ENST00000229335,PTHR13857_SF10
ENSG00000111732,AICDA,ENST00000545576,
ENSG00000111732,AICDA,ENST00000537228,PTHR13857_SF10
ENSG00000111732,AICDA,ENST00000545512,PTHR13857_SF10
ENSG00000111801,BTN3A3,ENST00000474790,
ENSG00000111801,BTN3A3,ENST00000497681,
ENSG00000111801,BTN3A3,ENST00000480110,
ENSG00000111801,BTN3A3,ENST00000471353,PTHR24100_SF45
ENSG00000111801,BTN3A3,ENST00000467524,
ENSG00000111801,BTN3A3,ENST00000483179,
ENSG00000111801,BTN3A3,ENST00000494393,PTHR24100_SF45
ENSG00000111801,BTN3A3,ENST00000361232,PTHR24100_SF45
ENSG00000111801,BTN3A3,ENST00000477388,
ENSG00000111801,BTN3A3,ENST00000487627,PTHR24100_SF45
ENSG00000111801,BTN3A3,ENST00000496719,PTHR24100_SF45
ENSG00000111801,BTN3A3,ENST00000487272,PTHR24100_SF45
ENSG00000111801,BTN3A3,ENST00000482451,PTHR24100_SF45
ENSG00000111801,BTN3A3,ENST00000490254,PTHR24100_SF45
ENSG00000111801,BTN3A3,ENST00000244519,PTHR24100_SF45
ENSG00000112115,IL17A,ENST00000648244,PTHR21295_SF2
ENSG00000112116,IL17F,ENST00000478427,
ENSG00000112116,IL17F,ENST00000336123,PTHR21295_SF8
ENSG00000112195,TREML2,ENST00000483722,PTHR16423
ENSG00000112299,VNN1,ENST00000367928,PTHR10609
ENSG00000112343,TRIM38,ENST00000357085,PTHR24103_SF47
ENSG00000112486,CCR6,ENST00000646493,PTHR24227
ENSG00000112486,CCR6,ENST00000341935,PTHR24227
ENSG00000112486,CCR6,ENST00000400926,PTHR24227
ENSG00000112486,CCR6,ENST00000349984,PTHR24227
ENSG00000112486,CCR6,ENST00000643861,PTHR24227
ENSG00000112715,VEGFA,ENST00000372067,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000520265,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000617771,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000372064,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000621747,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000413642,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000518824,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000512683,
ENSG00000112715,VEGFA,ENST00000372077,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000324450,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000519767,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000417285,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000520948,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000493786,
ENSG00000112715,VEGFA,ENST00000457104,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000615393,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000230480,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000480614,
ENSG00000112715,VEGFA,ENST00000523125,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000425836,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000372055,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000482630,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000611736,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000518538,
ENSG00000112715,VEGFA,ENST00000523950,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000476772,
ENSG00000112715,VEGFA,ENST00000640482,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000640653,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000523873,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000640499,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000518689,PTHR12025_SF5
ENSG00000112715,VEGFA,ENST00000497139,
ENSG00000112799,LY86,ENST00000379953,PTHR20838
ENSG00000112799,LY86,ENST00000230568,PTHR20838
ENSG00000112851,ERBIN,ENST00000380935,PTHR23155_SF421
ENSG00000112851,ERBIN,ENST00000511671,
ENSG00000112851,ERBIN,ENST00000380943,PTHR23155_SF421
ENSG00000112851,ERBIN,ENST00000507128,
ENSG00000112851,ERBIN,ENST00000508515,PTHR23155_SF421
