query,hit identifier,gene,transcript,ensembl,length,bits,identities,percent_identity,e value,ensemblfamily,subfamily
TTRE_0000428101-mRNA-1 transcript=TTRE_0000428101-mRNA-1 gene=TTRE_0000428101,gnl|BL_ORD_ID|201407 ENSG00000142185|TRPM2|ENST00000621064|PTHR13800_SF2,TRPM2,ENST00000621064,ENSG00000142185,248,51.2174,42,16.93548387,7.24E-07,PTHR13800,SF2
TTRE_0000752301-mRNA-1 transcript=TTRE_0000752301-mRNA-1 gene=TTRE_0000752301,gnl|BL_ORD_ID|201407 ENSG00000142185|TRPM2|ENST00000621064|PTHR13800_SF2,TRPM2,ENST00000621064,ENSG00000142185,248,51.2174,58,23.38709677,7.25E-07,PTHR13800,SF2
TTRE_0000773601-mRNA-1 transcript=TTRE_0000773601-mRNA-1 gene=TTRE_0000773601,gnl|BL_ORD_ID|173043 ENSG00000108946|PRKAR1A|ENST00000585815|PTHR11635_SF129,PRKAR1A,ENST00000585815,ENSG00000108946,65,43.8986,16,24.61538462,9.47E-07,PTHR11635,SF129
3057seq,gnl|BL_ORD_ID|103872 ENSG00000148606|POLR3A|ENST00000616246|PTHR19376_SF31,POLR3A,ENST00000616246,ENSG00000148606,163,49.6766,41,25.15337423,1.39E-06,PTHR19376,SF31
1159seq,gnl|BL_ORD_ID|143581 ENSG00000137845|ADAM10|ENST00000439637|PTHR11905_SF113,ADAM10,ENST00000439637,ENSG00000137845,125,46.2098,32,25.6,2.13E-06,PTHR11905,SF113
TTRE_0000442001-mRNA-1 transcript=TTRE_0000442001-mRNA-1 gene=TTRE_0000442001,gnl|BL_ORD_ID|116338 ENSG00000117984|CTSD|ENST00000637381|PTHR13683_SF230,CTSD,ENST00000637381,ENSG00000117984,94,43.1282,18,19.14893617,3.22E-06,PTHR13683,SF230
TTRE_0000820601-mRNA-1 transcript=TTRE_0000820601-mRNA-1 gene=TTRE_0000820601,gnl|BL_ORD_ID|182896 ENSG00000186010|NDUFA13|ENST00000507754|PTHR12966_SF0,NDUFA13,ENST00000507754,ENSG00000186010,145,43.8986,27,18.62068966,4.66E-06,PTHR12966,SF0
TTRE_0000208301-mRNA-1 transcript=TTRE_0000208301-mRNA-1 gene=TTRE_0000208301,gnl|BL_ORD_ID|70129 ENSG00000241258|CRCP|ENST00000395326|PTHR15561_SF0,CRCP,ENST00000395326,ENSG00000241258,149,44.2838,37,24.83221477,5.10E-06,PTHR15561,SF0
TTRE_0000290301-mRNA-1 transcript=TTRE_0000290301-mRNA-1 gene=TTRE_0000290301,gnl|BL_ORD_ID|16370 ENSG00000143947|RPS27A|ENST00000449323|PTHR10666_SF99,RPS27A,ENST00000449323,ENSG00000143947,106,43.8986,27,25.47169811,5.11E-06,PTHR10666,SF99
TTRE_0000774701-mRNA-1 transcript=TTRE_0000774701-mRNA-1 gene=TTRE_0000774701,gnl|BL_ORD_ID|31431 ENSG00000183763|TRAIP|ENST00000473195|PTHR22937_SF6,TRAIP,ENST00000473195,ENSG00000183763,100,45.8246,26,26,5.23E-06,PTHR22937,SF6
TTRE_0000479901-mRNA-1 transcript=TTRE_0000479901-mRNA-1 gene=TTRE_0000479901,gnl|BL_ORD_ID|201407 ENSG00000142185|TRPM2|ENST00000621064|PTHR13800_SF2,TRPM2,ENST00000621064,ENSG00000142185,248,48.9062,46,18.5483871,7.34E-06,PTHR13800,SF2
TTRE_0000812101-mRNA-1 transcript=TTRE_0000812101-mRNA-1 gene=TTRE_0000812101,gnl|BL_ORD_ID|210698 ENSG00000196468|FGF16|ENST00000439435|PTHR11486_SF27,FGF16,ENST00000439435,ENSG00000196468,208,45.8246,22,10.57692308,7.78E-06,PTHR11486,SF27
,,,,,,,,19.25884335,1.12575E-90,,
,,,,,,,,40.36310821,7.035E-21,,
,,,,,,,,29.75984512,1.74E-48,,
,,,,,,,,21.10426487,,,
