query,hit identifier,gene,transcript,ensembl,length,bits,identities,percent_identity,e value,ensemblfamily,subfamily
TTRE_0000208001-mRNA-1 transcript=TTRE_0000208001-mRNA-1 gene=TTRE_0000208001,gnl|BL_ORD_ID|47976 ENSG00000120137|PANK3|ENST00000239231|PTHR12280_SF21,PANK3,ENST00000239231,ENSG00000120137,371,336.65,184,49.59568733,2.29E-113,PTHR12280,SF21
TTRE_0000000701-mRNA-1 transcript=TTRE_0000000701-mRNA-1 gene=TTRE_0000000701,gnl|BL_ORD_ID|195419 ENSG00000087586|AURKA|ENST00000395914|PTHR24350_SF5,AURKA,ENST00000395914,ENSG00000087586,404,336.65,150,37.12871287,2.52E-113,PTHR24350,SF5
TTRE_0000309601-mRNA-1 transcript=TTRE_0000309601-mRNA-1 gene=TTRE_0000309601,gnl|BL_ORD_ID|201899 ENSG00000275895|U2AF1L5|ENST00000619610|PTHR12620,U2AF1L5,ENST00000619610,ENSG00000275895,241,324.709,144,59.75103734,3.23E-113,PTHR12620,
TTRE_0000408201-mRNA-1 transcript=TTRE_0000408201-mRNA-1 gene=TTRE_0000408201,gnl|BL_ORD_ID|171142 ENSG00000073536|NLE1|ENST00000588019|PTHR19848,NLE1,ENST00000588019,ENSG00000073536,305,333.954,178,58.36065574,3.57E-113,PTHR19848,
TTRE_0000447801-mRNA-1 transcript=TTRE_0000447801-mRNA-1 gene=TTRE_0000447801,gnl|BL_ORD_ID|148649 ENSG00000080644|CHRNA3|ENST00000559658|PTHR18945_SF445,CHRNA3,ENST00000559658,ENSG00000080644,506,358.607,189,37.35177866,3.78E-113,PTHR18945,SF445
TTRE_0000006601-mRNA-1 transcript=TTRE_0000006601-mRNA-1 gene=TTRE_0000006601,gnl|BL_ORD_ID|127521 ENSG00000067715|SYT1|ENST00000552744|PTHR10024_SF183,SYT1,ENST00000552744,ENSG00000067715,423,333.569,167,39.47990544,3.86E-113,PTHR10024,SF183
TTRE_0000070001-mRNA-1 transcript=TTRE_0000070001-mRNA-1 gene=TTRE_0000070001,gnl|BL_ORD_ID|1187 ENSG00000107404|DVL1|ENST00000378891|PTHR10878,DVL1,ENST00000378891,ENSG00000107404,671,355.91,235,35.02235469,4.06E-113,PTHR10878,
TTRE_0000396201-mRNA-1 transcript=TTRE_0000396201-mRNA-1 gene=TTRE_0000396201,gnl|BL_ORD_ID|112376 ENSG00000149273|RPS3|ENST00000527446|PTHR11760,RPS3,ENST00000527446,ENSG00000149273,244,323.553,157,64.3442623,4.88E-113,PTHR11760,
TTRE_0000573601-mRNA-1 transcript=TTRE_0000573601-mRNA-1 gene=TTRE_0000573601,gnl|BL_ORD_ID|82462 ENSG00000120903|CHRNA2|ENST00000520933|PTHR18945_SF83,CHRNA2,ENST00000520933,ENSG00000120903,508,348.977,194,38.18897638,5.43E-113,PTHR18945,SF83
TTRE_0000755101-mRNA-1 transcript=TTRE_0000755101-mRNA-1 gene=TTRE_0000755101,gnl|BL_ORD_ID|162760 ENSG00000141298|SSH2|ENST00000269033|PTHR10159_SF106,SSH2,ENST00000269033,ENSG00000141298,1424,359.377,174,12.21910112,6.41E-113,PTHR10159,SF106
TTRE_0000093201-mRNA-1 transcript=TTRE_0000093201-mRNA-1 gene=TTRE_0000093201,gnl|BL_ORD_ID|25191 ENSG00000178537|SLC25A20|ENST00000319017|PTHR24089_SF231,SLC25A20,ENST00000319017,ENSG00000178537,302,350.903,171,56.62251656,6.49E-113,PTHR24089,SF231
TTRE_0000353301-mRNA-1 transcript=TTRE_0000353301-mRNA-1 gene=TTRE_0000353301,gnl|BL_ORD_ID|135141 ENSG00000184302|SIX6|ENST00000327720|PTHR10390_SF12,SIX6,ENST00000327720,ENSG00000184302,247,330.102,162,65.58704453,8.19E-113,PTHR10390,SF12
TTRE_0000080001-mRNA-1 transcript=TTRE_0000080001-mRNA-1 gene=TTRE_0000080001,gnl|BL_ORD_ID|25467 ENSG00000065534|MYLK|ENST00000346322|PTHR22964_SF44,MYLK,ENST00000346322,ENSG00000065534,1846,404.445,265,14.35536295,9.51E-113,PTHR22964,SF44
TTRE_0000419401-mRNA-1 transcript=TTRE_0000419401-mRNA-1 gene=TTRE_0000419401,gnl|BL_ORD_ID|36439 ENSG00000174748|RPL15|ENST00000644185|PTHR11847,RPL15,ENST00000644185,ENSG00000174748,205,321.242,154,75.12195122,1.36E-112,PTHR11847,
TTRE_0000129901-mRNA-1 transcript=TTRE_0000129901-mRNA-1 gene=TTRE_0000129901,gnl|BL_ORD_ID|99595 ENSG00000151657|KIN|ENST00000379562|PTHR12805,KIN,ENST00000379562,ENSG00000151657,394,335.88,190,48.22335025,1.48E-112,PTHR12805,
TTRE_0000215401-mRNA-1 transcript=TTRE_0000215401-mRNA-1 gene=TTRE_0000215401,gnl|BL_ORD_ID|150429 ENSG00000213614|HEXA|ENST00000567159|PTHR22600,HEXA,ENST00000567159,ENSG00000213614,510,343.199,195,38.23529412,1.70E-112,PTHR22600,
TTRE_0000439501-mRNA-1 transcript=TTRE_0000439501-mRNA-1 gene=TTRE_0000439501,gnl|BL_ORD_ID|191196 ENSG00000105642|KCNN1|ENST00000615435|PTHR10153,KCNN1,ENST00000615435,ENSG00000105642,544,345.895,182,33.45588235,1.76E-112,PTHR10153,
TTRE_0000762701-mRNA-1 transcript=TTRE_0000762701-mRNA-1 gene=TTRE_0000762701,gnl|BL_ORD_ID|151906 ENSG00000178952|TUFM|ENST00000313511|PTHR23115_SF112,TUFM,ENST00000313511,ENSG00000178952,456,331.643,159,34.86842105,1.96E-112,PTHR23115,SF112
TTRE_0000558501-mRNA-1 transcript=TTRE_0000558501-mRNA-1 gene=TTRE_0000558501,gnl|BL_ORD_ID|59716 ENSG00000119899|SLC17A5|ENST00000355773|PTHR11662_SF189,SLC17A5,ENST00000355773,ENSG00000119899,496,343.199,190,38.30645161,1.99E-112,PTHR11662,SF189
TTRE_0000825501-mRNA-1 transcript=TTRE_0000825501-mRNA-1 gene=TTRE_0000825501,gnl|BL_ORD_ID|105440 ENSG00000172977|KAT5|ENST00000352980|PTHR10615_SF93,KAT5,ENST00000352980,ENSG00000172977,462,335.88,189,40.90909091,2.03E-112,PTHR10615,SF93
TTRE_0000637101-mRNA-1 transcript=TTRE_0000637101-mRNA-1 gene=TTRE_0000637101,gnl|BL_ORD_ID|155570 ENSG00000103319|EEF2K|ENST00000568269|PTHR14187_SF3,EEF2K,ENST00000568269,ENSG00000103319,413,344.739,170,41.1622276,2.91E-112,PTHR14187,SF3
TTRE_0000277101-mRNA-1 transcript=TTRE_0000277101-mRNA-1 gene=TTRE_0000277101,gnl|BL_ORD_ID|88892 ENSG00000147485|PXDNL|ENST00000522628|PTHR11475_SF38,PXDNL,ENST00000522628,ENSG00000147485,583,352.829,210,36.02058319,3.28E-112,PTHR11475,SF38
TTRE_0000135801-mRNA-1 transcript=TTRE_0000135801-mRNA-1 gene=TTRE_0000135801,gnl|BL_ORD_ID|1115 ENSG00000085433|WDR47|ENST00000361054|PTHR19863,WDR47,ENST00000361054,ENSG00000085433,892,362.073,191,21.41255605,4.35E-112,PTHR19863,
TTRE_0000922701-mRNA-1 transcript=TTRE_0000922701-mRNA-1 gene=TTRE_0000922701,gnl|BL_ORD_ID|104510 ENSG00000121691|CAT|ENST00000241052|PTHR11465,CAT,ENST00000241052,ENSG00000121691,528,350.132,187,35.41666667,7.59E-112,PTHR11465,
TTRE_0000397201-mRNA-1 transcript=TTRE_0000397201-mRNA-1 gene=TTRE_0000397201,gnl|BL_ORD_ID|42514 ENSG00000002549|LAP3|ENST00000606142|PTHR11963,LAP3,ENST00000606142,ENSG00000002549,489,338.961,191,39.0593047,9.58E-112,PTHR11963,
TTRE_0000413001-mRNA-1 transcript=TTRE_0000413001-mRNA-1 gene=TTRE_0000413001,gnl|BL_ORD_ID|163344 ENSG00000184922|FMNL1|ENST00000328118|PTHR23213_SF188,FMNL1,ENST00000328118,ENSG00000184922,627,360.918,223,35.5661882,1.17E-111,PTHR23213,SF188
TTRE_0000104401-mRNA-1 transcript=TTRE_0000104401-mRNA-1 gene=TTRE_0000104401,gnl|BL_ORD_ID|147758 ENSG00000128881|TTBK2|ENST00000567840|PTHR11909_SF83,TTBK2,ENST00000567840,ENSG00000128881,479,335.88,172,35.90814196,1.27E-111,PTHR11909,SF83
TTRE_0000136101-mRNA-1 transcript=TTRE_0000136101-mRNA-1 gene=TTRE_0000136101,gnl|BL_ORD_ID|88697 ENSG00000147475|ERLIN2|ENST00000521644|PTHR15351,ERLIN2,ENST00000521644,ENSG00000147475,338,326.635,171,50.59171598,2.45E-111,PTHR15351,
TTRE_0000396401-mRNA-1 transcript=TTRE_0000396401-mRNA-1 gene=TTRE_0000396401,gnl|BL_ORD_ID|181281 ENSG00000105438|KDELR1|ENST00000330720|PTHR10585,KDELR1,ENST00000330720,ENSG00000105438,213,318.161,161,75.58685446,3.27E-111,PTHR10585,
TTRE_0000589501-mRNA-1 transcript=TTRE_0000589501-mRNA-1 gene=TTRE_0000589501,gnl|BL_ORD_ID|48561 ENSG00000113460|BRIX1|ENST00000336767|PTHR13634,BRIX1,ENST00000336767,ENSG00000113460,354,328.561,149,42.09039548,3.61E-111,PTHR13634,
TTRE_0000363701-mRNA-1 transcript=TTRE_0000363701-mRNA-1 gene=TTRE_0000363701,gnl|BL_ORD_ID|152158 ENSG00000090857|PDPR|ENST00000398122|PTHR13847_SF146,PDPR,ENST00000398122,ENSG00000090857,780,353.984,217,27.82051282,3.80E-111,PTHR13847,SF146
TTRE_0000175201-mRNA-1 transcript=TTRE_0000175201-mRNA-1 gene=TTRE_0000175201,gnl|BL_ORD_ID|145299 ENSG00000138604|GLCE|ENST00000559420|PTHR13174,GLCE,ENST00000559420,ENSG00000138604,554,343.969,198,35.7400722,3.86E-111,PTHR13174,
TTRE_0000099301-mRNA-1 transcript=TTRE_0000099301-mRNA-1 gene=TTRE_0000099301,gnl|BL_ORD_ID|181825 ENSG00000123154|WDR83|ENST00000418543|PTHR22842,WDR83,ENST00000418543,ENSG00000123154,316,326.25,162,51.26582278,3.87E-111,PTHR22842,
TTRE_0000780001-mRNA-1 transcript=TTRE_0000780001-mRNA-1 gene=TTRE_0000780001,gnl|BL_ORD_ID|58413 ENSG00000112941|TENT4A|ENST00000631941|PTHR23092_SF24,TENT4A,ENST00000631941,ENSG00000112941,543,342.043,164,30.20257827,3.98E-111,PTHR23092,SF24
TTRE_0000299101-mRNA-1 transcript=TTRE_0000299101-mRNA-1 gene=TTRE_0000299101,gnl|BL_ORD_ID|117846 ENSG00000004478|FKBP4|ENST00000001008|PTHR10516_SF25,FKBP4,ENST00000001008,ENSG00000004478,460,335.495,163,35.43478261,5.90E-111,PTHR10516,SF25
TTRE_0000645101-mRNA-1 transcript=TTRE_0000645101-mRNA-1 gene=TTRE_0000645101,gnl|BL_ORD_ID|111316 ENSG00000087365|SF3B2|ENST00000530981|PTHR12785_SF6,SF3B2,ENST00000530981,ENSG00000087365,316,335.495,191,60.44303797,7.99E-111,PTHR12785,SF6
TTRE_0000123401-mRNA-1 transcript=TTRE_0000123401-mRNA-1 gene=TTRE_0000123401,gnl|BL_ORD_ID|208922 ENSG00000071859|FAM50A|ENST00000393600|PTHR12722,FAM50A,ENST00000393600,ENSG00000071859,340,327.02,175,51.47058824,8.18E-111,PTHR12722,
TTRE_0000719201-mRNA-1 transcript=TTRE_0000719201-mRNA-1 gene=TTRE_0000719201,gnl|BL_ORD_ID|62043 ENSG00000124615|MOCS1|ENST00000373188|PTHR22960,MOCS1,ENST00000373188,ENSG00000124615,386,337.035,170,44.04145078,8.45E-111,PTHR22960,
TTRE_0000659101-mRNA-1 transcript=TTRE_0000659101-mRNA-1 gene=TTRE_0000659101,gnl|BL_ORD_ID|30284 ENSG00000113810|SMC4|ENST00000469762|PTHR18937_SF148,SMC4,ENST00000469762,ENSG00000113810,1264,366.696,237,18.75,8.61E-111,PTHR18937,SF148
TTRE_0000751401-mRNA-1 transcript=TTRE_0000751401-mRNA-1 gene=TTRE_0000751401,gnl|BL_ORD_ID|58497 ENSG00000049656|CLPTM1L|ENST00000630539|PTHR21347,CLPTM1L,ENST00000630539,ENSG00000049656,370,335.88,160,43.24324324,9.01E-111,PTHR21347,
TTRE_0000729001-mRNA-1 transcript=TTRE_0000729001-mRNA-1 gene=TTRE_0000729001,gnl|BL_ORD_ID|13985 ENSG00000115816|CEBPZ|ENST00000234170|PTHR12048,CEBPZ,ENST00000234170,ENSG00000115816,1055,363.999,241,22.8436019,1.06E-110,PTHR12048,
TTRE_0000658201-mRNA-1 transcript=TTRE_0000658201-mRNA-1 gene=TTRE_0000658201,gnl|BL_ORD_ID|49233 ENSG00000113719|ERGIC1|ENST00000393784|PTHR10984,ERGIC1,ENST00000393784,ENSG00000113719,291,322.783,157,53.95189003,1.24E-110,PTHR10984,
TTRE_0000270001-mRNA-1 transcript=TTRE_0000270001-mRNA-1 gene=TTRE_0000270001,gnl|BL_ORD_ID|62095 ENSG00000153291|SLC25A27|ENST00000371347|PTHR24089_SF80,SLC25A27,ENST00000371347,ENSG00000153291,324,325.479,156,48.14814815,1.39E-110,PTHR24089,SF80
TTRE_0000048101-mRNA-1 transcript=TTRE_0000048101-mRNA-1 gene=TTRE_0000048101,gnl|BL_ORD_ID|151441 ENSG00000102978|POLR2C|ENST00000219252|PTHR11800,POLR2C,ENST00000219252,ENSG00000102978,276,321.627,153,55.43478261,1.71E-110,PTHR11800,
TTRE_0000887601-mRNA-1 transcript=TTRE_0000887601-mRNA-1 gene=TTRE_0000887601,gnl|BL_ORD_ID|48444 ENSG00000132356|PRKAA1|ENST00000296800|PTHR24343_SF81,PRKAA1,ENST00000296800,ENSG00000132356,208,315.079,154,74.03846154,1.72E-110,PTHR24343,SF81
TTRE_0000260701-mRNA-1 transcript=TTRE_0000260701-mRNA-1 gene=TTRE_0000260701,gnl|BL_ORD_ID|9463 ENSG00000264522|OTUD7B|ENST00000417191|PTHR13367_SF11,OTUD7B,ENST00000417191,ENSG00000264522,427,343.584,166,38.87587822,2.00E-110,PTHR13367,SF11
TTRE_0000157301-mRNA-1 transcript=TTRE_0000157301-mRNA-1 gene=TTRE_0000157301,gnl|BL_ORD_ID|198361 ENSG00000088836|SLC4A11|ENST00000647296|PTHR11453_SF35,SLC4A11,ENST00000647296,ENSG00000088836,838,343.199,190,22.67303103,2.16E-110,PTHR11453,SF35
TTRE_0000060401-mRNA-1 transcript=TTRE_0000060401-mRNA-1 gene=TTRE_0000060401,gnl|BL_ORD_ID|589 ENSG00000137996|RTCA|ENST00000370128|PTHR11096,RTCA,ENST00000370128,ENSG00000137996,367,327.791,163,44.41416894,2.52E-110,PTHR11096,
TTRE_0000615401-mRNA-1 transcript=TTRE_0000615401-mRNA-1 gene=TTRE_0000615401,gnl|BL_ORD_ID|25144 ENSG00000114739|ACVR2B|ENST00000352511|PTHR23255_SF57,ACVR2B,ENST00000352511,ENSG00000114739,513,339.732,193,37.62183236,2.55E-110,PTHR23255,SF57
TTRE_0000076901-mRNA-1 transcript=TTRE_0000076901-mRNA-1 gene=TTRE_0000076901,gnl|BL_ORD_ID|36981 ENSG00000243989|ACY1|ENST00000636358|PTHR11014_SF8,ACY1,ENST00000636358,ENSG00000243989,409,330.487,174,42.54278729,3.17E-110,PTHR11014,SF8
TTRE_0000189201-mRNA-1 transcript=TTRE_0000189201-mRNA-1 gene=TTRE_0000189201,gnl|BL_ORD_ID|1619 ENSG00000142937|RPS8|ENST00000396651|PTHR10394,RPS8,ENST00000396651,ENSG00000142937,209,315.464,152,72.72727273,3.55E-110,PTHR10394,
TTRE_0000393801-mRNA-1 transcript=TTRE_0000393801-mRNA-1 gene=TTRE_0000393801,gnl|BL_ORD_ID|55814 ENSG00000205302|SNX2|ENST00000514949|PTHR10555_SF31,SNX2,ENST00000514949,ENSG00000205302,403,335.88,181,44.91315136,4.02E-110,PTHR10555,SF31
TTRE_0000671001-mRNA-1 transcript=TTRE_0000671001-mRNA-1 gene=TTRE_0000671001,gnl|BL_ORD_ID|114199 ENSG00000167986|DDB1|ENST00000540166|PTHR10644,DDB1,ENST00000540166,ENSG00000167986,1093,373.244,268,24.51967063,4.29E-110,PTHR10644,
TTRE_0000397901-mRNA-1 transcript=TTRE_0000397901-mRNA-1 gene=TTRE_0000397901,gnl|BL_ORD_ID|191625 ENSG00000099817|POLR2E|ENST00000612655|PTHR10535,POLR2E,ENST00000612655,ENSG00000099817,211,315.079,143,67.77251185,5.28E-110,PTHR10535,
TTRE_0000567601-mRNA-1 transcript=TTRE_0000567601-mRNA-1 gene=TTRE_0000567601,gnl|BL_ORD_ID|28711 ENSG00000076242|MLH1|ENST00000435176|PTHR10073_SF12,MLH1,ENST00000435176,ENSG00000076242,659,344.739,210,31.86646434,7.83E-110,PTHR10073,SF12
TTRE_0000075501-mRNA-1 transcript=TTRE_0000075501-mRNA-1 gene=TTRE_0000075501,gnl|BL_ORD_ID|7880 ENSG00000154309|DISP1|ENST00000284476|PTHR10796_SF115,DISP1,ENST00000284476,ENSG00000154309,1525,375.17,266,17.44262295,8.43E-110,PTHR10796,SF115
TTRE_0000892501-mRNA-1 transcript=TTRE_0000892501-mRNA-1 gene=TTRE_0000892501,gnl|BL_ORD_ID|1586 ENSG00000079277|MKNK1|ENST00000371945|PTHR24349_SF101,MKNK1,ENST00000371945,ENSG00000079277,413,329.717,157,38.01452785,9.40E-110,PTHR24349,SF101
TTRE_0000677601-mRNA-1 transcript=TTRE_0000677601-mRNA-1 gene=TTRE_0000677601,gnl|BL_ORD_ID|104449 ENSG00000166391|MOGAT2|ENST00000198801|PTHR12317,MOGAT2,ENST00000198801,ENSG00000166391,335,323.939,152,45.37313433,1.39E-109,PTHR12317,
TTRE_0000289001-mRNA-1 transcript=TTRE_0000289001-mRNA-1 gene=TTRE_0000289001,gnl|BL_ORD_ID|195419 ENSG00000087586|AURKA|ENST00000395914|PTHR24350_SF5,AURKA,ENST00000395914,ENSG00000087586,404,325.479,163,40.34653465,1.48E-109,PTHR24350,SF5
TTRE_0000450401-mRNA-1 transcript=TTRE_0000450401-mRNA-1 gene=TTRE_0000450401,gnl|BL_ORD_ID|202390 ENSG00000180957|PITPNB|ENST00000335272|PTHR10658_SF27,PITPNB,ENST00000335272,ENSG00000180957,272,318.546,164,60.29411765,1.50E-109,PTHR10658,SF27
TTRE_0000645201-mRNA-1 transcript=TTRE_0000645201-mRNA-1 gene=TTRE_0000645201,gnl|BL_ORD_ID|117912 ENSG00000110906|KCTD10|ENST00000228495|PTHR11145,KCTD10,ENST00000228495,ENSG00000110906,314,322.398,149,47.4522293,1.56E-109,PTHR11145,
TTRE_0000475001-mRNA-1 transcript=TTRE_0000475001-mRNA-1 gene=TTRE_0000475001,gnl|BL_ORD_ID|131080 ENSG00000126217|MCF2L|ENST00000375604|PTHR22826_SF115,MCF2L,ENST00000375604,ENSG00000126217,1124,371.703,313,27.84697509,1.78E-109,PTHR22826,SF115
TTRE_0000022801-mRNA-1 transcript=TTRE_0000022801-mRNA-1 gene=TTRE_0000022801,gnl|BL_ORD_ID|81253 ENSG00000181085|MAPK15|ENST00000395108|PTHR24055_SF79,MAPK15,ENST00000395108,ENSG00000181085,255,322.398,154,60.39215686,1.87E-109,PTHR24055,SF79
TTRE_0000066401-mRNA-1 transcript=TTRE_0000066401-mRNA-1 gene=TTRE_0000066401,gnl|BL_ORD_ID|119059 ENSG00000179520|SLC17A8|ENST00000323346|PTHR11662_SF207,SLC17A8,ENST00000323346,ENSG00000179520,590,337.035,181,30.6779661,2.00E-109,PTHR11662,SF207
TTRE_0000590101-mRNA-1 transcript=TTRE_0000590101-mRNA-1 gene=TTRE_0000590101,gnl|BL_ORD_ID|143744 ENSG00000140374|ETFA|ENST00000433983|TF600426,ETFA,ENST00000433983,ENSG00000140374,285,334.339,167,58.59649123,2.33E-109,TF600426,
TTRE_0000646001-mRNA-1 transcript=TTRE_0000646001-mRNA-1 gene=TTRE_0000646001,gnl|BL_ORD_ID|9568 ENSG00000133056|PIK3C2B|ENST00000424712|PTHR10048_SF30,PIK3C2B,ENST00000424712,ENSG00000133056,1607,364.77,210,13.06782825,2.35E-109,PTHR10048,SF30
TTRE_0000308301-mRNA-1 transcript=TTRE_0000308301-mRNA-1 gene=TTRE_0000308301,gnl|BL_ORD_ID|91764 ENSG00000120158|RCL1|ENST00000381750|PTHR11096,RCL1,ENST00000381750,ENSG00000120158,374,343.584,184,49.19786096,2.42E-109,PTHR11096,
TTRE_0000466601-mRNA-1 transcript=TTRE_0000466601-mRNA-1 gene=TTRE_0000466601,gnl|BL_ORD_ID|15187 ENSG00000213639|PPP1CB|ENST00000358506|PTHR11668_SF204,PPP1CB,ENST00000358506,ENSG00000213639,328,321.242,143,43.59756098,2.43E-109,PTHR11668,SF204
TTRE_0000316701-mRNA-1 transcript=TTRE_0000316701-mRNA-1 gene=TTRE_0000316701,gnl|BL_ORD_ID|164937 ENSG00000108588|CCDC47|ENST00000403162|PTHR12883,CCDC47,ENST00000403162,ENSG00000108588,484,333.954,199,41.11570248,4.37E-109,PTHR12883,
TTRE_0000396501-mRNA-1 transcript=TTRE_0000396501-mRNA-1 gene=TTRE_0000396501,gnl|BL_ORD_ID|165306 ENSG00000072134|EPN2|ENST00000395620|PTHR12276_SF50,EPN2,ENST00000395620,ENSG00000072134,585,337.806,238,40.68376068,4.61E-109,PTHR12276,SF50
TTRE_0000242401-mRNA-1 transcript=TTRE_0000242401-mRNA-1 gene=TTRE_0000242401,gnl|BL_ORD_ID|96060 ENSG00000099219|ERMP1|ENST00000489219|PTHR12147_SF6,ERMP1,ENST00000489219,ENSG00000099219,842,356.681,224,26.60332542,5.67E-109,PTHR12147,SF6
TTRE_0000099001-mRNA-1 transcript=TTRE_0000099001-mRNA-1 gene=TTRE_0000099001,gnl|BL_ORD_ID|173095 ENSG00000171302|CANT1|ENST00000620915|PTHR13023,CANT1,ENST00000620915,ENSG00000171302,402,326.635,175,43.53233831,6.15E-109,PTHR13023,
TTRE_0000144401-mRNA-1 transcript=TTRE_0000144401-mRNA-1 gene=TTRE_0000144401,gnl|BL_ORD_ID|33524 ENSG00000153266|FEZF2|ENST00000486811|PTHR23228_SF105,FEZF2,ENST00000486811,ENSG00000153266,460,328.561,146,31.73913043,6.54E-109,PTHR23228,SF105
TTRE_0000571101-mRNA-1 transcript=TTRE_0000571101-mRNA-1 gene=TTRE_0000571101,gnl|BL_ORD_ID|16803 ENSG00000136718|IMP4|ENST00000428740|PTHR22734,IMP4,ENST00000428740,ENSG00000136718,236,316.62,138,58.47457627,7.45E-109,PTHR22734,
TTRE_0000442901-mRNA-1 transcript=TTRE_0000442901-mRNA-1 gene=TTRE_0000442901,gnl|BL_ORD_ID|9760 ENSG00000143368|SF3B4|ENST00000457312|PTHR24011_SF0,SF3B4,ENST00000457312,ENSG00000143368,190,312.383,142,74.73684211,7.48E-109,PTHR24011,SF0
TTRE_0000094401-mRNA-1 transcript=TTRE_0000094401-mRNA-1 gene=TTRE_0000094401,gnl|BL_ORD_ID|135185 ENSG00000119689|DLST|ENST00000334220|PTHR23151_SF8,DLST,ENST00000334220,ENSG00000119689,454,328.176,157,34.5814978,8.48E-109,PTHR23151,SF8
TTRE_0000564001-mRNA-1 transcript=TTRE_0000564001-mRNA-1 gene=TTRE_0000564001,gnl|BL_ORD_ID|89789 ENSG00000198917|SPOUT1|ENST00000361256|PTHR12150,SPOUT1,ENST00000361256,ENSG00000198917,377,323.939,165,43.76657825,1.00E-108,PTHR12150,
TTRE_0000631401-mRNA-1 transcript=TTRE_0000631401-mRNA-1 gene=TTRE_0000631401,gnl|BL_ORD_ID|151614 ENSG00000070770|CSNK2A2|ENST00000262506|PTHR24054,CSNK2A2,ENST00000262506,ENSG00000070770,351,322.013,171,48.71794872,1.01E-108,PTHR24054,
TTRE_0000014501-mRNA-1 transcript=TTRE_0000014501-mRNA-1 gene=TTRE_0000014501,gnl|BL_ORD_ID|7499 ENSG00000204178|MACO1|ENST00000647928|PTHR13289,MACO1,ENST00000647928,ENSG00000204178,387,339.732,139,35.91731266,1.19E-108,PTHR13289,
TTRE_0000082701-mRNA-1 transcript=TTRE_0000082701-mRNA-1 gene=TTRE_0000082701,gnl|BL_ORD_ID|12988 ENSG00000143819|EPHX1|ENST00000614058|PTHR21661,EPHX1,ENST00000614058,ENSG00000143819,456,341.273,186,40.78947368,1.39E-108,PTHR21661,
TTRE_0000513301-mRNA-1 transcript=TTRE_0000513301-mRNA-1 gene=TTRE_0000513301,gnl|BL_ORD_ID|1005 ENSG00000171603|CLSTN1|ENST00000361311|PTHR14139,CLSTN1,ENST00000361311,ENSG00000171603,972,361.303,272,27.98353909,1.40E-108,PTHR14139,
TTRE_0000529401-mRNA-1 transcript=TTRE_0000529401-mRNA-1 gene=TTRE_0000529401,gnl|BL_ORD_ID|145190 ENSG00000166128|RAB8B|ENST00000559006|PTHR24073_SF22,RAB8B,ENST00000559006,ENSG00000166128,188,310.842,146,77.65957447,1.48E-108,PTHR24073,SF22
TTRE_0000271301-mRNA-1 transcript=TTRE_0000271301-mRNA-1 gene=TTRE_0000271301,gnl|BL_ORD_ID|160144 ENSG00000102974|CTCF|ENST00000643892|PTHR24375_SF123,CTCF,ENST00000643892,ENSG00000102974,639,338.191,158,24.72613459,1.54E-108,PTHR24375,SF123
TTRE_0000482001-mRNA-1 transcript=TTRE_0000482001-mRNA-1 gene=TTRE_0000482001,gnl|BL_ORD_ID|1970 ENSG00000162396|PARS2|ENST00000371279|PTHR11451_SF3,PARS2,ENST00000371279,ENSG00000162396,476,329.331,166,34.87394958,1.69E-108,PTHR11451,SF3
TTRE_0000203401-mRNA-1 transcript=TTRE_0000203401-mRNA-1 gene=TTRE_0000203401,gnl|BL_ORD_ID|61391 ENSG00000237649|KIFC1|ENST00000428849|PTHR24115_SF350,KIFC1,ENST00000428849,ENSG00000237649,674,336.265,193,28.63501484,1.82E-108,PTHR24115,SF350
TTRE_0000306701-mRNA-1 transcript=TTRE_0000306701-mRNA-1 gene=TTRE_0000306701,gnl|BL_ORD_ID|15629 ENSG00000152689|RASGRP3|ENST00000402538|PTHR23113_SF178,RASGRP3,ENST00000402538,ENSG00000152689,691,344.354,209,30.24602026,1.89E-108,PTHR23113,SF178
TTRE_0000333801-mRNA-1 transcript=TTRE_0000333801-mRNA-1 gene=TTRE_0000333801,gnl|BL_ORD_ID|33559 ENSG00000164077|MON1A|ENST00000645862|PTHR13027,MON1A,ENST00000645862,ENSG00000164077,556,335.495,176,31.65467626,2.00E-108,PTHR13027,
TTRE_0000499401-mRNA-1 transcript=TTRE_0000499401-mRNA-1 gene=TTRE_0000499401,gnl|BL_ORD_ID|24853 ENSG00000164062|APEH|ENST00000296456|PTHR11731_SF108,APEH,ENST00000296456,ENSG00000164062,733,342.813,213,29.05866303,2.69E-108,PTHR11731,SF108
TTRE_0000401701-mRNA-1 transcript=TTRE_0000401701-mRNA-1 gene=TTRE_0000401701,gnl|BL_ORD_ID|185641 ENSG00000142453|CARM1|ENST00000586221|PTHR11006_SF51,CARM1,ENST00000586221,ENSG00000142453,344,330.102,158,45.93023256,3.00E-108,PTHR11006,SF51
TTRE_0000134801-mRNA-1 transcript=TTRE_0000134801-mRNA-1 gene=TTRE_0000134801,gnl|BL_ORD_ID|106604 ENSG00000137760|ALKBH8|ENST00000389568|PTHR13069_SF21,ALKBH8,ENST00000389568,ENSG00000137760,665,339.347,233,35.03759398,4.90E-108,PTHR13069,SF21
